id,label,mentions
E_NOISE_c48a7aae4748d7e1,treatment of bovine nasal schistosomiasis,1
E_NOISE_c489b02523019c53,several boys who began with them gave up the habit,1
E_NOISE_dfe75b4321d8130c,Beloochees,1
E_NOISE_c4887262f7a2d980,north-western fair or show bengal,1
E_NOISE_dfe8aa76d333f8e2,reductive change,1
E_NOISE_c480fc43a5da8126,double channel,1
E_NOISE_c47f29a31e10bc20,wooden plank,1
E_NOISE_c47d6b73e63dfd09,lateral open spaces,1
E_NOISE_c4951818f9236cbb,horse and buffalo blood,1
E_NOISE_c441d4b3da3b9b09,isolated forms,1
E_NOISE_e0124e8350ccf3cb,Nana Bha dia,1
E_NOISE_e01641902d118792,infected membrane,1
E_NOISE_c43c0419a27edda6,Sina nwa n tahsi l,1
E_NOISE_e0206352379b5abc,experimental square well,1
E_NOISE_e0217dadf9b121fc,hundredth of a cc,1
E_NOISE_e022ef001e241751,pennar and cauvery,1
E_NOISE_c43a0228a533ecb9,fever-spirillum,1
E_NOISE_c43972082a99dfdb,reduced layer of sand,1
E_NOISE_e025475c4781c71b,weather boards,1
E_NOISE_c437104c8a74bf93,"church gate street on the south, hornby and paitan roads on the west, the harbour on the east and musjid siding on the north",1
E_NOISE_c43511224159fa42,sleeping close together on the same machans and in camp for more than seven weeks,1
E_NOISE_e0002eff6b24b28f,digestion is impaired,1
E_NOISE_c4331b5ff0bdf713,Neobythites pterotus,1
E_NOISE_e0258469a6171dc3,patients suffering from kala,1
E_NOISE_e025a3d2b16edb49,Animals which aborted,1
E_NOISE_c42ffda2daceac93,Faizabad,1
E_NOISE_e025adcf9519a239,Ka l a - a z a r,1
E_NOISE_c42eb3d45d1770fc,two months old,1
E_NOISE_c42e8ebc5845d9cf,beings,1
E_NOISE_e0275ed6bdcddba2,separate pipes,1
E_NOISE_e027e964bfd751b2,mr. c. n. desai,1
E_NOISE_e029a7e76a053f94,tumefied tumour,1
E_NOISE_e029c14b3dc231a0,protozo,1
E_NOISE_c42ca79578d74865,results attained,1
E_NOISE_c42aa1e1309aec15,harden,1
E_NOISE_c43407d62e06d60b,one thousand one hundred and one cases,1
E_NOISE_c4638b17588896f2,Civil hospitals,1
E_NOISE_c45f76f9feb819bc,Darwha,1
E_NOISE_c45dd3b4b5a08d53,- rubber,1
E_NOISE_c45d05fcceec72b5,a whole tin of kerosine containing four gallons,1
E_NOISE_c45cf0691198753b,cases cured,1
E_NOISE_c45bd84561e4d909,dearness of charcoal and iron,1
E_NOISE_e0023eed5e4c001a,camp at Delhi,1
E_NOISE_e00929314d844854,"Hindus of all classes, Brahmins, Rajputs",1
E_NOISE_c45aae174a4dd8da,proplasmosis,1
E_NOISE_c45a39bc8bdc566e,afflictions,1
E_NOISE_c4595a3b9cf8facc,Bhagalpur and Shahabad districts,1
E_NOISE_c457256d06daeb4f,two annas per dose,1
E_NOISE_e00a1961166e8d00,udder complications,1
E_NOISE_e00d50877614c8b9,Ibbra nwa li,1
E_NOISE_e00a71220f6ba683,gamma isomer,1
E_NOISE_e00ac0404360be77,cumbu,1
E_NOISE_e00bc81d60725961,old married quarters,1
E_NOISE_c45263f5406d8ec2,higher behind,1
E_NOISE_c45157f74d46cd9e,latrine pits,1
E_NOISE_c44ead8d04c80d97,treatment with atoxyl and orp,1
E_NOISE_c44d5c0bbb686611,second one at field artificial insemination centres for routine semen examinations,1
E_NOISE_c44b632f07761803,public girls,1
E_NOISE_c44aeffb5ed9fd38,forty-four horses,1
E_NOISE_c4447852a8340b04,agency of meat,1
E_NOISE_c4431d1b17ae3fe1,1st class women,1
E_NOISE_c443147100736281,district of Hambantota,1
E_NOISE_c442d9d72ead1b64,beyond the municipal limits,1
E_NOISE_c456de9fd23ecf98,ammonia inhalation,1
E_NOISE_ddfcff34f3010623,shoulder joint,1
E_NOISE_c7542c7ad10c512e,Glycerineated bile method,1
E_NOISE_c7526f817406ea2b,Captain K. J. S. Dowland,1
E_NOISE_c751c626c602a172,"rabies, tetanus and piroplasmosis",1
E_NOISE_de0000dced30fae2,highest lock-up total on any one night was,1
E_NOISE_c7515ce3eaa75cb3,sicles,1
E_NOISE_c74dc558747e0e6a,"wooden screens on low, broad wheels",1
E_NOISE_de016bfac5c8e7cf,upper borders of the sclerite,1
E_NOISE_c74d9c8077296d06,dock-works,1
E_NOISE_c74c35c507006aab,B. B. C. I,1
E_NOISE_de0351fdf5008ecd,intermission,1
E_NOISE_de038cd87ad245a8,in the shaft of the femur,1
E_NOISE_c5b7fac8a3289cec,electric potentimeter,1
E_NOISE_de06ccb05070b217,case of Kala Azar,1
E_NOISE_de0b6088d6e5b5b2,encysted forms,1
E_NOISE_de11ba3b4f63d9af,hemorrhage,1
E_NOISE_de12df84cda2500f,asteroids,1
E_NOISE_c74509cc6f1f5512,the rabbits,1
E_NOISE_c742bdfbbce8d7ea,iron saddle,1
E_NOISE_de130f6e6cd76fac,"cm. of the 1,000,000-fold dilution",1
E_NOISE_c74050fe25253ed6,thookanambakkam,1
E_NOISE_de131570a9348841,Mahadu Chintoo Kasar,1
E_NOISE_de187642e6c75f60,carl,1
E_NOISE_c73b2cb7e8045f25,ture,1
E_NOISE_de1cbbbc261ddbe9,Nursing Services,1
E_NOISE_c7372cd1fdcd2be2,whole oats seed,1
E_NOISE_de03b39911e4ca12,Suyi Chen and Wei Jenkao,1
E_NOISE_dde77e0046c2a1bd,promotion examination,1
E_NOISE_dde8e9705977af9a,the 1st June,1
E_NOISE_dde8fdf157e5a4bb,blood containing piroplasmata,1
E_NOISE_dde99fe9666e79b8,famine duty,1
E_NOISE_c770333eb5cff574,Temporary Sanitary Inspectors,1
E_NOISE_c76fe002da88f02f,hospital or isolation camp,1
E_NOISE_c76f9bb217c5de35,shackles,1
E_NOISE_c76d60a7a1e19c98,Arkonam,1
E_NOISE_c76c2e218d3cb7c6,F. elongatus,1
E_NOISE_c76aa351400f86cf,inculation,1
E_NOISE_ddea0c8eeaffa3da,proper dose of alum,1
E_NOISE_c768006a82f09f65,Insanity associated with acute infective diseases,1
E_NOISE_ddfba959ec7b015c,Byculia (additional accommodation,1
E_NOISE_c7661f8b1b586b86,Waraseoni,1
E_NOISE_ddea89dc260d4f4c,invalids sent home,1
E_NOISE_c76296290d88881f,cleaned latrines,1
E_NOISE_dded429400fc3e01,larvae of the first stage,1
E_NOISE_c761678c943aa2d0,"from 1st September to 31st December,",1
E_NOISE_c760eed1fd346d63,Dr. Dick,1
E_NOISE_ddf476ce01256c59,T-shaped tether post,1
E_NOISE_c75e4ea0fb149ef3,surface samples,1
E_NOISE_c759896f3b058ff1,electric hot air oven,1
E_NOISE_c758e1db6e40e944,tor contagious diseases,1
E_NOISE_ddf6397be841c254,non-tuberculated form of leprosy,1
E_NOISE_ddf7278913ffcc2b,immunity produced by ml. intradermally,1
E_NOISE_ddfad8369c3776de,countrybred ponies,1
E_NOISE_c767b81a24bf04c4,sulphaguanidine,1
E_NOISE_c70f54a8c61bdea7,italian method,1
E_NOISE_de3311157678ec18,Shaikh Abdul Ghafa r,1
E_NOISE_c70e341d83837114,immune rabits,1
E_NOISE_c7088fbb3426812e,whoremongers,1
E_NOISE_de35c87392b1931a,bacillus lactis ärogenes,1
E_NOISE_de39fd91fc12d035,"dirty, ill-ventilated and confined places",1
E_NOISE_de3ae5bf56ff9e9e,G. T. V. alone,1
E_NOISE_de3c223e38961c92,backwardly directed spines,1
E_NOISE_de3c4a044dff61b4,famine stricken,1
E_NOISE_c6fddd911420035d,Raipur town,1
E_NOISE_de3e7872d69b999a,intracorpuscular figures,1
E_NOISE_de431b1f69099333,stay at headquarters,1
E_NOISE_de1cd3e5ecec6a1b,APOPLEXY OF THE BRAIN,1
E_NOISE_de4b87d30b23f6ad,bleed,1
E_NOISE_de4c3d88c4b540ad,Daska,1
E_NOISE_c6fbbb2ca50efb51,chronic cases with tolerance living in the lines,1
E_NOISE_c6fabd2adcd36d31,embarrassment,1
E_NOISE_de4d9a3538cf08cd,raggi diet,1
E_NOISE_de4df8ab5511207b,the pillars of the diaphragm,1
E_NOISE_c6f5d97ca212627c,stupefying,1
E_NOISE_c6f5bb193fa603c8,Tank Bunder Road Irats,1
E_NOISE_c6f55f9ff5cf4404,"Excision of breast, complete",1
E_NOISE_c6f3482f1fb4d3c7,nearest blocks,1
E_NOISE_de4e62a1f3368bf9,Darrang and the Khasi and Jaintia Hills,1
E_NOISE_c6f057984c772be9,Nellore cattle,1
E_NOISE_de4f81f7cac721c7,calving sequences,1
E_NOISE_de4a456c2997bfb5,ysamine,1
E_NOISE_c73623ba5a1dc7bc,not more than two,1
E_NOISE_c73411de00aa7306,gallnut,1
E_NOISE_de1f70f379e555bf,stock-owners,1
E_NOISE_c73241b66b47e347,Inguinal on both sides,1
E_NOISE_de205e1965233584,percentage of cured in,1
E_NOISE_c7319a9a6fd4fa0a,two villages of Rajmehal,1
E_NOISE_de2461c7013e4f9c,Salmonella anatum,1
E_NOISE_c730df3afaaac142,Malayalam,1
E_NOISE_de266b93c4d0a601,Wa sad,1
E_NOISE_de2688c3cbf9e02f,person detained for treatment or placed under observation,1
E_NOISE_c72df1b50f750eb4,any other dairy breed of the world,1
E_NOISE_c729a830fee93f33,Chinna,1
E_NOISE_c7290a1f0ecaef9a,moral sense is destroyed,1
E_NOISE_c7117925058388c5,bright scarlet on the surface and dull red on the sides,1
E_NOISE_de2cc565746450d9,Left Wing of the 33rd Regiment N.I,1
E_NOISE_c728d9e3f5006636,during the greater part of the time that the experiments were proceeding,1
E_NOISE_c727ef179ebe488e,T. equinum,1
E_NOISE_c727b2f7abb09763,fortnightly nautch,1
E_NOISE_de2d588ba09eb569,salient and somewhat indurated,1
E_NOISE_de2d6e5015813b3b,elephants B and D,1
E_NOISE_c716e374680f55eb,doses of santonine,1
E_NOISE_de3221550765bb8a,Penalty,1
E_NOISE_c7161839286cdd6e,digestion tests,1
E_NOISE_de325bc9e2927a81,Pako kku Subdivision,1
E_NOISE_c7159dd84f7dda5e,prepared chalk and a little opium,1
E_NOISE_c713c568a2083cdc,room in which he was attacked,1
E_NOISE_c7128c638e317392,other Governments,1
E_NOISE_de2c6f6cc53babfb,Burdwar Tea Estate (Kamrup,1
E_NOISE_dda51af324f97936,chipping oft in large flakes,1
E_NOISE_c7c9d561b98b21e2,season when the Glossina morsitans was most prevalent,1
E_NOISE_c7c7ec9f59eb7547,Thoma Zeiss counting apparatus,1
E_NOISE_c7c45fb8706c0485,death due to invasion of cerebrospinal system,1
E_NOISE_dda582927be7ee69,biological section,1
E_NOISE_dda5f67e4997b4da,disturbing and abrading vesicles,1
E_NOISE_dda6ad5861aceec8,one to two hours after,1
E_NOISE_dda6c656041faac9,Nagpur and Raipur,1
E_NOISE_c7bb4a7573e7982f,nympha or labium majus,1
E_NOISE_c7bada2027e3c281,a restorative under severe strain of the system or in alleviating the effects of fatigue,1
E_NOISE_ddab38f8fb983429,gonadal hor ones plus aphrodisiacs,1
E_NOISE_c7ba5be49af67a7b,horse no. vi,1
E_NOISE_c771116a0f6b76b0,leprosy and some other skin diseases,1
E_NOISE_c7b79429587f2ffa,vesicular stomatitis,1
E_NOISE_c7b5e1a2b3d7335d,general dejected appearance,1
E_NOISE_c7b34542c9f45321,outbreak of Foot-and-Mouth disease,1
E_NOISE_c7b2ca7578e518e5,lb per hen,1
E_NOISE_ddb18a430debb7f4,Hissar Cattle Breeding Farm,1
E_NOISE_c7af09b9cc9cabfb,pelvic,1
E_NOISE_c7ade787192cf377,"thin, lightcoloured skins",1
E_NOISE_ddb6e8c083129a08,natural flagellate,1
E_NOISE_ddb8bbe19354bbaf,"Colebrook,",1
E_NOISE_ddb8ea032b50de99,picked up unconscious by the police from the street,1
E_NOISE_c7a7dab6c4add909,cat ii,1
E_NOISE_c7a7ac22415d2403,glanderous lung,1
E_NOISE_ddba9ac472c9296a,posterior end of body,1
E_NOISE_c7ba308efae59dbc,peshawar district,1
E_NOISE_c7e99cc399104f48,tartar emetic and arsenious acid,1
E_NOISE_c7e95921d9f589f1,American female theosophist,1
E_NOISE_c7e704e49d83697a,long use,1
E_NOISE_dd8c3083edf6d512,copy of his registration,1
E_NOISE_dd8c8a4865eea19e,colour test,1
E_NOISE_c7e2bbfa27d43f86,maried quarters,1
E_NOISE_c7e08c0f35f00f2d,sucking ice,1
E_NOISE_c7dcb0b4b835cb6e,Equine Encephalomyelitis cases,1
E_NOISE_dd94724e0a1b5607,Government allotment of Rs.,1
E_NOISE_dd991c1a54d3f5c9,laboratory apparatus,1
E_NOISE_dd9a39ceb88cfada,single injection at a positive phase,1
E_NOISE_c7d5b3f667133124,preparations of cinchona,1
E_NOISE_c7ca28cbb914a94d,to the close of,1
E_NOISE_c7d26e6e70f80ae8,birth-rate amongst live stock,1
E_NOISE_c7d19c534411e517,thul,1
E_NOISE_dd9df6438bb0896d,sleeping barrack,1
E_NOISE_c7ce7c42fe7a84b0,trench - latrine,1
E_NOISE_c7cdc2e325d46bf8,llous papillomata,1
E_NOISE_c7cd264b5e3266bf,latrine accommodation,1
E_NOISE_c7ccb96a832457cc,month of January,1
E_NOISE_c7cb7e89c724aeec,Aoundah,1
E_NOISE_c7cb39792200a3ef,Thevaram of Uttamapalaiyam taluk,1
E_NOISE_dda1bd2adc2ce883,Madura divisions,1
E_NOISE_c7cb13c1dc5134cc,Stipes,1
E_NOISE_dda2796544136525,puckered forehead,1
E_NOISE_c7cac76a26c3495d,reddish icteric tint,1
E_NOISE_dd9ae142c2995b36,phaseolus,1
E_NOISE_c78c54ae5d65886a,neostibnal,1
E_NOISE_c7890daa62ba69fb,fees and charges,1
E_NOISE_c78837e41a8c60fc,ammonia mixture,1
E_NOISE_ddc9b926d6341e61,add unfiltered water to filtered water,1
E_NOISE_ddce52529ba52dfd,purchase of weaving materials,1
E_NOISE_ddceae21fdd9e1dd,leech extract,1
E_NOISE_ddcffab34ff21f8e,c.c. of the tetanus culture from which the spores were prepared,1
E_NOISE_ddd2c9e1bd8069d1,garden muharrir,1
E_NOISE_c7811669e23a7ed4,subordinate officers of this Department,1
E_NOISE_ddd409f9fb332c34,Local and Municipal funds,1
E_NOISE_c77f2ab7ce571390,loop scale,1
E_NOISE_ddd49bda85914967,graver crimes,1
E_NOISE_ddbc77faed8964a9,Lalla Ramsahoy,1
E_NOISE_c77cc0f26470e92e,two slight cases,1
E_NOISE_c77c5c4e4d554b87,minim dose of vin. ipecac,1
E_NOISE_c77b92764139b718,copies for each hospital where lady nurses are employed,1
E_NOISE_ddd626183d227877,mettapolliem,1
E_NOISE_c77b3c3fc514e861,hundred readings for length of each type of fibres,1
E_NOISE_ddd89c707dccd798,central ascus,1
E_NOISE_c774bda19ee74ece,Issaitschikow and Rajewsky,1
E_NOISE_ddd9176e49baa43c,neck and flanks,1
E_NOISE_c774a41c06a5a536,cloth moth Tineola biselliella Humm,1
E_NOISE_dde604c82f6ecb22,serum of a pony,1
E_NOISE_c774442055113a8d,late cut fodder,1
E_NOISE_c772afdbe272e517,Narain Chunder Banerjea,1
E_NOISE_dde6b6da25a49dfc,paupers,1
E_NOISE_c77cdd27ca27aad4,foetal weight,1
E_NOISE_c7a41950badf793c,professor of helminthology in the university of london,1
E_NOISE_c7a2ecc5e7e290c7,sutures,1
E_NOISE_ddbcbcccae5ca3b7,tying the vessel,1
E_NOISE_ddbe860f84bac3ed,41st Regiment,1
E_NOISE_ddbf2439532e84b9,the substrate,1
E_NOISE_c7a1fea0cd1ed504,pure shorthorn range shorthorn,1
E_NOISE_ddbfca3e87d525f9,additional warm clothing,1
E_NOISE_c7a0e21ed59965a4,recurring charge,1
E_NOISE_c79c84f0dfafde3a,fowl - cholera,1
E_NOISE_c79baf2ae0893912,open country and palm groves,1
E_NOISE_ddc29c4cad446932,interval of two,1
E_NOISE_c79a2035a731791b,on Brown s scale,1
E_NOISE_c799acc5d1c096a8,till he died on 8th february,1
E_NOISE_ddc961049a9dd51b,different fractions,1
E_NOISE_c79529b98d8d0248,hot months of each year,1
E_NOISE_c794f7ff0b929bb4,moisture per cent,1
E_NOISE_c7927246d1ae2396,regular attendance,1
E_NOISE_c791b2a94c896941,eighth lactation,1
E_NOISE_c79170d9134c6707,coarse tracheal wall,1
E_NOISE_c7909dfc45fe1400,severe destruction,1
E_NOISE_ddc3fad5d1496177,pieces of bamboo and ropes,1
E_NOISE_c78f8f49a36045f5,Gulam Nabi Shah,1
E_NOISE_c78ebaa0568105fb,subjects of the habit,1
E_NOISE_c78e83c07fb03543,purity of the filtrate,1
E_NOISE_ddc408cff3605f33,sarcome,1
E_NOISE_c78d959e86841f79,the stimulus,1
E_NOISE_ddc566a3744fcb55,cross-bars,1
E_NOISE_c795670e0f2d4912,hexagonal,1
E_NOISE_c628056ed544e7f4,infectiveness,1
E_NOISE_ded373a74bdd0460,total globulin fraction (4b) of sample,1
E_NOISE_c626553258e1a3bf,hypodermic of morphia,1
E_NOISE_c624225028086b83,spirillum blood used,1
E_NOISE_ded560b015b8492d,potato plant,1
E_NOISE_c6232a349a551049,Rs. 40-6-0 spent on repairs,1
E_NOISE_ded56c624ac42130,both in towns and in rural areas,1
E_NOISE_c61fea2eaed945ec,heifer lymph,1
E_NOISE_ded6afc92dcc55d7,provincial officers,1
E_NOISE_c61c1ce98dd8c0b3,labour aggregation,1
E_NOISE_c61ac4badfe1c76e,Oesophagostomum.larva,1
E_NOISE_ded6e401bb0829b2,central portions,1
E_NOISE_c6e8c71b86877696,the yield of the sample being within one per cent of the lot yield,1
E_NOISE_ded91f477ad00278,albumenuria,1
E_NOISE_dedc20dc55d4218b,average yield per buffalo calf,1
E_NOISE_c617704342621cd8,single layer,1
E_NOISE_dede2dd99c4c9dbc,Meteorology,1
E_NOISE_dedf5de14f8951b9,50-grain doses,1
E_NOISE_dedfd996db8ff290,safe custody,1
E_NOISE_c616416ff32086ff,under the abdomen,1
E_NOISE_dee44c70da3da126,outdoor exercise,1
E_NOISE_c61412f381a9307d,secondary wood and bast,1
E_NOISE_c611afa434457677,midguts of lice,1
E_NOISE_c60edb7bb7508513,no arsenic,1
E_NOISE_c60e028f928fb0d9,other toxins,1
E_NOISE_c60db3ad3011231b,quietly,1
E_NOISE_c617e9ce4d06601f,popular lines,1
E_NOISE_dea6e0aabf058b2f,all over the districts of sind,1
E_NOISE_dea759badfb2a47e,balance experiments,1
E_NOISE_c650ebed2030846a,smear examination,1
E_NOISE_c64c7f789b892965,cows which aborted,1
E_NOISE_deb004a30d373491,column other,1
E_NOISE_deb2ce8abd380bc0,moral causation,1
E_NOISE_c646befff2340f37,rapid suppuration of buboes,1
E_NOISE_c64589fe944cb79b,"1,18,720 animals",1
E_NOISE_c640a5b27c381c77,number discharged cured,1
E_NOISE_deb5ccabf0ad26d8,hill and mountainous districts,1
E_NOISE_deb78c5266b83865,abscess of Ear,1
E_NOISE_deb9b0b1fa23e92a,samples of untreated well water from the other jails,1
E_NOISE_c629ee6e8ed57feb,institutions of charity,1
E_NOISE_c6394096f0e2b276,left teat,1
E_NOISE_c636506985ede937,of which were cured and relieved,1
E_NOISE_debc1a9353767fdb,insufficient protection,1
E_NOISE_debd7a3a8ae3e0eb,affected pullets,1
E_NOISE_dec0b22648454e9a,the regimental garden,1
E_NOISE_c632b29b5186b1c5,Ziehl s solution,1
E_NOISE_dec2663d90971e2c,ahsecess,1
E_NOISE_dec5e085f9731d4a,pressed together,1
E_NOISE_dec8aa4800a4ed5f,benign form of the disease,1
E_NOISE_c63138b515691a8b,method and duration of the application of the remedy,1
E_NOISE_deca0c9674049f49,light-coloured and foul-smelling dung with constipation,1
E_NOISE_c62d087d0c6dd46a,march the 20th,1
E_NOISE_decf2161b7deb994,"Sadhus, fakirs, nirmalas, udasis, and professional musicians",1
E_NOISE_debb12d98eacc262,pigeons died,1
E_NOISE_c5dfa2dc390529ff,English products,1
E_NOISE_c5dd9d931baed32a,Plague Administration,1
E_NOISE_c5dd1cc1571a3300,soda bicarb,1
E_NOISE_c5d745deb5dfce31,chronic rheumatism with complicated scurvy,1
E_NOISE_df0024be0bdaefba,other circles,1
E_NOISE_c5d59d268dbe8937,private persons and by value payable posts,1
E_NOISE_c5d5477a6cbf53bf,dialysed for two days against tap water and two days against distilled water,1
E_NOISE_df003a66e7cff79b,crimes of unpremeditated violence,1
E_NOISE_df04dc46823ed056,District and Local Boards,1
E_NOISE_df069677d1cf49ac,causes sloughing,1
E_NOISE_c5d27ce19c77d8fc,rapid proteolysis,1
E_NOISE_c5d27b8b96f15cca,hemaphysalis warburtonii nuttall,1
E_NOISE_dee4906f06061caa,muscle contracture,1
E_NOISE_df08cba13c3c6e88,Piroplasmosis (B bigeminum,1
E_NOISE_df099f5d623e0d29,standard plate count,1
E_NOISE_df0b84537244fb3e,Karm Khan,1
E_NOISE_c5d0ce33f525e436,Habronema spp,1
E_NOISE_c5ce1d5d869ac7ec,AllahabadJhansi,1
E_NOISE_df0bb99e2bb7ef1e,or in each row,1
E_NOISE_c5cddf20adbbde3c,pressing,1
E_NOISE_c5cdb29d852e23eb,Sulphamezathine,1
E_NOISE_df0fb9487024bf71,stibamine,1
E_NOISE_c5c21b620cb36c7e,air-shafts,1
E_NOISE_df10916cc1aeea46,very fair,1
E_NOISE_df12492e7a681680,alkaloidal yields,1
E_NOISE_df1260cfc9cfa4b7,smaller doses combined with arsenic and strychnine,1
E_NOISE_c5d1b12570e98517,from commencing attack to final disintegration of old affected areas,1
E_NOISE_c60d7837cbf454a5,dietary oleic or linoleic acid,1
E_NOISE_dee7269f44084b8b,"Ghumsur, Aska, Berhampur, Bhadrachalam and Nugur taluks",1
E_NOISE_dee7947495b3ee67,fibre type,1
E_NOISE_c607aadb23b9220d,protective effects,1
E_NOISE_c606fb11c88f989a,Lactobacillus bulgaricus,1
E_NOISE_dee90521a3fd5e94,six pies worth per diem,1
E_NOISE_c604ebce14df46ef,"equines, bovines",1
E_NOISE_dee931d578a8f9de,all staff,1
E_NOISE_c6010c73ce8f74d4,tapes,1
E_NOISE_deea12955c58c9a1,equine microfilariasis,1
E_NOISE_c5ffc49973b7dd44,followers in the Transport lines,1
E_NOISE_c5ffb4dc839acca3,chemical reactions of Aloin,1
E_NOISE_deef3375a989bdcd,mind and body,1
E_NOISE_defdb0ec020b73b5,Commercial Bank,1
E_NOISE_c5f9800156baf094,King Institute at Guindy,1
E_NOISE_c5f6a420449f7239,hindu child,1
E_NOISE_c5f1e3f0ce6a3b2c,muscular system,1
E_NOISE_c5efb2650a45161b,Taenia echinococcus,1
E_NOISE_def62bcb95b1a20f,second centre of infection,1
E_NOISE_c5ec168be84fce40,administration of arsenic,1
E_NOISE_def83b30f2ccdec3,transport difficulties,1
E_NOISE_c5e868c588ebc674,Examining Board,1
E_NOISE_c5e2f3cc9a09c68f,tons per annum,1
E_NOISE_c5e21095df249e00,acute excitement with intractable insomnia,1
E_NOISE_c5e198bf72d825b7,flagella bodies,1
E_NOISE_def89c9e976b847b,norrhǧa,1
E_NOISE_c5dff3728b11da87,nullah water,1
E_NOISE_c5fc6145243e0bbe,Raghubir Sahi,1
E_NOISE_de5dd8625d980f4b,head and spine,1
E_NOISE_c6c49dbfae88832a,shu,1
E_NOISE_c6c31e61cac9a0c1,bore-hole supply,1
E_NOISE_c6c00d2ec4eb6075,municipal health officers,1
E_NOISE_c6bf646d98e8f8fe,Fe Cl solution,1
E_NOISE_de5e66d0543e064a,living ones,1
E_NOISE_de60432428397e22,ordinary claissen flask provided with a long fractionating column having deep indentations,1
E_NOISE_de61f6b2f1b1df6d,aconite root,1
E_NOISE_c6bd7f34f0021271,each week,1
E_NOISE_c6bc98a6b0dcf82e,prickly pear,1
E_NOISE_c6bb716bb4aac722,Burmese child,1
E_NOISE_de6214d85a39e012,after falling in company of a sadhu fakir,1
E_NOISE_dea6d4c12f73ad83,ladakh road,1
E_NOISE_c6b644c942484913,Infectious lymphangitis,1
E_NOISE_c6b63903dc4ea7fb,Medical Wards,1
E_NOISE_c6b4b0d385d0589c,surat epidemic,1
E_NOISE_c6b3a093a4e42635,right popliteal gland,1
E_NOISE_de625d5b5bbcf245,minute nematode embryos,1
E_NOISE_c6b21dbb158e9998,glazed stoneware urinal trough,1
E_NOISE_de646a9d600c272b,theobald smith,1
E_NOISE_c6b04c805175b292,Dr. Bateman,1
E_NOISE_c6ad0b044b3b2e39,front of the face over the facial nerve,1
E_NOISE_de65ba2cf8b4df05,cc. of a in emulsion,1
E_NOISE_c6abe44180759b0a,tepid bath,1
E_NOISE_c6ab66b28bce8cc1,pumptubes,1
E_NOISE_de6ac9bdf84c0659,Good Butter drawing into pin heads when broken,1
E_NOISE_c6b7c5144ca65b67,fibrinous variety,1
E_NOISE_c6e81af404ee34f5,immoderate consumption,1
E_NOISE_de527c3e6931f2ee,Sonthal Pergunnahs district,1
E_NOISE_c6e783a72523b6a5,criminal division,1
E_NOISE_c6e6302fae7fa227,Relief-camp hospitals,1
E_NOISE_de52ec6ba3b22425,callee,1
E_NOISE_de560cbad9824de5,genotype environment,1
E_NOISE_c6e54ddde2f4efbf,Bhawanipur Lunatic Asylum and Observation Ward,1
E_NOISE_de56b696688d231b,derris infusion as,1
E_NOISE_c6e3e5d18efc6fc5,children born in Aden,1
E_NOISE_c6e2b4fc0ded05ce,extreme prostration,1
E_NOISE_c6e227f76d314b60,uranyl-zinc acetate,1
E_NOISE_c6daeefc0c7149ed,shukla and bhattacharya,1
E_NOISE_c6c52b9473981d82,Chowpatty,1
E_NOISE_de58320b4f7e2784,epethelioma,1
E_NOISE_c6d7a4dd83c81309,"hospital at Silchar, the dispensaries at Silchar, Palonghat, Hailakandi, Kulaura, Maulvibazar, Habiganj and Shaistaganj thrice each",1
E_NOISE_de599c73df9c4517,interfibrillar connective tissues,1
E_NOISE_de5b6427a41c9749,inpatient,1
E_NOISE_c6d58858f5605d16,Sukkur-Bohri,1
E_NOISE_c6d3be7ab52535f8,Thakurs and low castes,1
E_NOISE_de5cfbf446a8da02,moses wells,1
E_NOISE_c6d18301772b843f,provisional standard unit of antitoxin,1
E_NOISE_de5dae1d74e45bc0,Sree Nath Doss,1
E_NOISE_c6d16f10968699d6,the period when they become due,1
E_NOISE_c6d0f313f1672eab,annual cattle fair of Tenugallu,1
E_NOISE_c6ccf291a3e0dcd8,Karauli city,1
E_NOISE_c6c91f60a2ee70bd,filtered water from the outlet of sand filters,1
E_NOISE_c6d98dd398c21a51,five pigeons,1
E_NOISE_c672d09ee7a2e967,Wellington Cinema,1
E_NOISE_de86c019daa99961,temporary acute mania,1
E_NOISE_de87373d11103f42,habitual excessive indulgence,1
E_NOISE_de899d4423f4cf66,Shaha pur,1
E_NOISE_de8a8748b97b8dde,hydrophthalmia,1
E_NOISE_c6705115ef700dea,mass of yelk,1
E_NOISE_c66fcfb7855a8adc,the animal is dull this morning,1
E_NOISE_c66c2beec03d236b,symptoms of meningitis,1
E_NOISE_de8ad37086f1c29d,tame zebra,1
E_NOISE_de8c77db986acfb2,city prostitutes,1
E_NOISE_de8cbe90269ca3d9,night-keeping,1
E_NOISE_c66a10ab34883c6b,three bovines,1
E_NOISE_c6ab4744b43ab790,evil company,1
E_NOISE_de8d076554e7fec5,maternal blood,1
E_NOISE_de8e0ee461da029d,twenty thousand five hundred and,1
E_NOISE_de8ecf451ba84cf7,the three cases of Glanders,1
E_NOISE_de8f01f02d09ab28,moderate pressure,1
E_NOISE_c6655a81dc0e04b9,"District Medical and Sanitary Officer, Guntur",1
E_NOISE_c66190fb5016c76b,unusually severe infections,1
E_NOISE_de9789e26846daeb,ery few calcified nodules,1
E_NOISE_c66039de8ab753ac,of which were in Minbu,1
E_NOISE_de9a1d2c4207d0d9,fascia,1
E_NOISE_c65dfe0e338c7dbb,"Kalipatly Cattle Fair, district Salem",1
